ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
317435	99	N	3	67		2.585	277.055	38.278519	-121.305282	1.324	ML	2	JSO Walnut Ave				
317439	99	S	3	67		2.581	277.026	38.278419	-121.305504	1.325	ML	2	JSO Walnut Ave				
317444	113	N	3	113	86328	R9.77	32.03	38.670547	-121.751058	.812	ML	2	JSO Main St.				
317449	113	S	3	113	86328	R9.771	31.618	38.670561	-121.751324	.811	ML	3	JSO Main St.				
317453	5	N	3	67		6.37	501.663	38.345033	-121.470299	1.27	ML	2	JNO Pt. Pleasant Rd				
317457	5	S	3	67		6.371	501.664	38.345006	-121.470659	1.27	ML	2	JNO Pt. Pleasant Rd				
317462	5	N	3	113	86328	R7.626	537.571	38.691055	-121.755696	1.495	ML	3	JSO Kentucky Ave				
317466	5	S	3	113	86328	R7.627	537.572	38.690943	-121.756016	1.495	ML	2	JSO Kentucky Ave				
317470	5	N	3	113		9.1	539.045	38.700069	-121.779707	3.237	ML	2	JSO CR-99				
317474	5	S	3	113		9.101	539.046	38.699865	-121.779917	3.237	ML	2	JSO CR-99				
317479	80	E	3	61		13.28	114.78	38.865575	-121.132716	1.34	ML	3	JWO New Castle Rd				
317485	80	W	3	61		13.281	114.781	38.865634	-121.132902	1.34	ML	3	JWO New Castle Rd				
317490	80	E	3	61		14.78	116.28	38.87878	-121.117073	1.19	ML	3	JEO SR-80/193 Jct				
317495	80	W	3	61		14.781	116.281	38.878933	-121.117047	1.19	ML	3	JEO SR-80/193 Jct				
317500	80	E	3	61		16.52	118.02	38.890011	-121.088465	.796	ML	3	W. of Maple St.				
317505	80	W	3	61		16.521	118.021	38.890115	-121.088614	.595	ML	3	W. of Maple St.				
317511	80	E	3	61		17.253	118.753	38.897018	-121.078527	.995	ML	4	JEO Maple St.				
317517	80	W	3	61		17.254	118.754	38.897143	-121.078636	1.274	ML	3	JEO Maple St.				
317522	80	E	3	61		22.46	123.96	38.959549	-121.02964	.805	ML	3	JEO Dry CreekRd				
317527	80	W	3	61		22.461	123.961	38.959607	-121.029847	.805	ML	3	JEO Dry CreekRd				
317532	80	E	3	61		24.08	125.509	38.976881	-121.012109	.999	ML	3	E of PlacerHills Rd				
317537	80	W	3	61		24.081	125.51	38.976981	-121.012249	.999	ML	3	E of PlacerHills Rd				
317543	80	E	3	61		25.26	126.689	38.99121	-121.000193	1.06	ML	3	JWO Orchard Rd				
317548	80	W	3	61		25.261	126.69	38.991297	-121.000324	1.06	ML	3	JWO Orchard Rd				
317552	99	N	3	67	28112	1.24	275.71	38.260212	-121.297177	.825	ML	2	JSO Simmerhorn Rd				
317556	99	S	3	67	28112	1.241	275.686	38.260142	-121.297412	.938	ML	2	JSO Simmerhorn Rd				
317560	99	N	3	67		5.17	279.64	38.313569	-121.322241	1.355	ML	2	JSO Arno Rd				
317564	99	S	3	67		5.171	279.616	38.313521	-121.32247	1.355	ML	2	JSO Arno Rd				
317570	113	N	3	113		R.109	22.369	38.532497	-121.768402	3.18	ML	3	JNO SR-80/113 Jct				
317576	113	S	3	113		R.108	21.955	38.532519	-121.768677		FF	2	FF 113SB->80WB				
317580	113	N	3	113		7.15	29.41	38.633882	-121.762743	2.47	ML	2	JNO CR-27				
317584	113	S	3	113		7.151	28.998	38.633907	-121.763082	1.985	ML	2	JNO CR-27				
317588	5	N	3	67		3.74	499.033	38.307402	-121.462482	1.3	ML	2	JSO Lambert Rd				
317593	5	S	3	67		3.741	499.034	38.30738	-121.462842	1.299	ML	2	JSO Lambert Rd				
317594	5	N	3	67		5.1	500.393	38.32686	-121.466542	1.315	ML	2	JNO Lambert Rd				
317601	5	S	3	67		5.1	500.393	38.326829	-121.466874	1.315	ML	2	JNO Lambert Rd				
317607	80	E	3	61	3204	18.51	120.01	38.911833	-121.06696	1.113	ML	4	JWO Russell Rd				
317612	80	W	3	61	3204	16.851	118.351	38.893218	-121.084036	.367	ML	3	JWO Russell Rd				
317619	80	E	3	61		23.19	124.69	38.966852	-121.020177	.775	ML	3	JWO PlacerHillsRd				
317624	80	W	3	61		23.191	124.691	38.96694	-121.020323	.775	ML	3	JWO PlacerHillsRd				
317628	80	E	3	61		29.269	130.754	39.043879	-120.974091	2.219	ML	2	JWO WeimarCrossRd				
317632	80	W	3	61		29.268	130.753	39.043898	-120.974234	2.219	ML	2	JWO WeimarCrossRd				
317636	99	N	3	67	28112	.22	274.69	38.247079	-121.288764	.447	ML	2	JSO Boessow Rd				
317640	99	S	3	67	28112	.221	274.666	38.246918	-121.288935	.308	ML	2	JSO Boessow Rd				
317644	99	N	3	67		3.89	278.36	38.295923	-121.314815	1.292	ML	2	JNO Twin Cities Rd				
317648	99	S	3	67		3.891	278.336	38.295911	-121.315061	1.295	ML	2	JNO Twin Cities Rd				
317652	99	N	3	67		6.6	281.07	38.333162	-121.330741	1.445	ML	2	JNO Arno Rd				
317656	99	S	3	67		6.601	281.046	38.3331	-121.330984	1.445	ML	2	JNO Arno Rd				
317660	99	N	3	67		8.06	282.53	38.352842	-121.340605	1.285	ML	2	JNO Dillard Rd				
317664	99	S	3	67		8.061	282.506	38.352769	-121.340831	1.285	ML	2	JNO Dillard Rd				
317668	113	N	3	113	18100	R1.468	23.728	38.551997	-121.767689	3.231	ML	2	JSO Covell Blvd				
317672	113	S	3	113	18100	R1.468	23.315	38.551993	-121.768035	2.147	ML	2	JSO Covell Blvd				
317676	113	N	3	113	18100	2.93	25.19	38.573155	-121.767453	3.195	ML	2	JNO Covell Blvd				
317680	113	S	3	113		2.931	24.778	38.573165	-121.767786	1.516	ML	2	JNO Covell Blvd				
317684	113	N	3	113		4.5	26.76	38.595885	-121.766998	2.165	ML	2	JNO CR-29				
317688	113	S	3	113		4.501	26.348	38.595928	-121.767313	2.11	ML	2	JNO CR-29				
317692	113	N	3	113		8.47	30.73	38.652058	-121.755035	1.31	ML	2	JNO CR-24C				
317696	113	S	3	113		8.471	30.318	38.652088	-121.755359	1.31	ML	2	JNO CR-24C				
317704	50	W	3	17		66.7	94.865	38.814569	-120.028216	5	ML	1	Echo Summit				
317706	50	E	3	17		66.7	94.861	38.814569	-120.028219	5	ML	1	Echo Summit				
317710	50	W	3	17		72.7	100.865	38.875624	-120.005357	3.55	ML	1	Saw Mill Rd				
317711	50	E	3	17		72.7	100.861	38.875618	-120.005359	3.55	ML	1	Saw Mill Rd				
317715	50	E	3	17	73108	74.8	102.961	38.904804	-119.999409	1.95	ML	1	F St				
317716	50	W	3	17	73108	74.8	102.965	38.904804	-119.999408	1.95	ML	1	F St				
317722	50	E	3	17	73108	76.6	104.761	38.923997	-119.988091	1.405	ML	2	Lodi Ave				
317723	50	W	3	17	73108	76.6	104.765	38.924059	-119.988151	1.405	ML	2	Lodi Ave				
317728	89	N	3	61		8.22	67.022	39.163043	-120.144364	3.629	ML	1	W. Lake Blvd				
317729	89	S	3	61		8.22	67.022	39.163043	-120.144364	3.63	ML	1	W. Lake Blvd				
317735	50	W	3	17	73108	79.8	107.965	38.952202	-119.949447	1.735	ML	2	Midway Rd				
317736	50	E	3	17	73108	79.8	107.961	38.952124	-119.949377	1.739	ML	2	Midway Rd				
317742	50	W	3	17	73108	77.61	105.775	38.935578	-119.977471	1.6	ML	2	Bigler Ave				
317743	50	E	3	17	73108	77.61	105.771	38.935572	-119.977343	1.6	ML	2	Bigler Ave				
317751	80	E	3	61	62364	7.62	109.12	38.804949	-121.202965		OR	1	NB SierraColgBlvd				
317752	80	E	3	61	62364	7.62	109.12	38.804949	-121.202965	.65	ML	3	NB SierraColgBlvd				
317754	50	W	3	67		15.02	20.69	38.625027	-121.228482	.75	HV	1	W. of Hazel	R185			
317756	50	W	3	67		R13.5	19.17	38.615434	-121.253749	.87	HV	1	Pyrites Way	R181			
317758	50	W	3	67		R14.2	19.87	38.619875	-121.242126	.76	HV	1	W. of Canal	R183			
317786	80	E	3	57		R5.189	176.313	39.3393	-120.34762		OR	1	Castle Peak Rd				
317787	80	W	3	57		R4.994	176.263	39.337756	-120.352439		OR	1	Castle Peak Rd				
317788	80	E	3	57		R4.958	176.082	39.337806	-120.351444		FR	1	Castle Peak Rd				
317789	80	W	3	57		R5.09	176.359	39.338659	-120.351092	3.318	ML	3	Castle Peak Rd				
317790	80	W	3	57		R5.31	176.579	39.34	-120.34742		FR	1	Castle Peak Rd				
317791	80	E	3	57		R5.09	176.214	39.338779	-120.349341	3.778	ML	3	Castle Peak Rd				
317792	80	E	3	57		R2.604	173.728	39.326239	-120.390197		OR	1	Soda Spring O.C.				
317794	80	W	3	57		R2.391	173.66	39.324573	-120.394943		OR	1	Soda Spring O.C.				
317795	80	E	3	57		R2.338	173.462	39.324293	-120.394469		FR	1	Donner Pass Rd				
317796	80	W	3	57		R2.683	173.952	39.326806	-120.390409		FR	1	Donner Pass Rd				
317797	80	E	3	57		R2.534	173.658	39.325671	-120.391277	3.778	ML	3	Soda Spring O.C.				
317798	80	W	3	57		R2.534	173.803	39.325458	-120.392564	3.778	ML	2	Soda Spring O.C.				
317802	5	N	3	67		9.5	504.793	38.389811	-121.479587	.59	ML	2	Hood Franklin Rd				
317806	5	S	3	67		9.5	504.793	38.389793	-121.479964	.59	ML	2	Hood Franklin Rd				
317814	5	N	3	67		12.66	507.953	38.435063	-121.489037	.319	ML	3	JNO Laguna Blvd				
317815	5	S	3	67		12.66	507.953	38.435037	-121.489384	.349	ML	3	JNO Laguna Blvd				
317820	5	N	3	67		13.17	508.463	38.442379	-121.490534	.435	ML	3	JSO Beach Lake				
317825	5	S	3	67		13.17	508.463	38.442327	-121.490906	.435	ML	3	JSO Beach Lake				
317830	5	N	3	67		15.35	510.643	38.472735	-121.500798	.864	ML	3	S of 5/160 OH				
317835	5	S	3	67	64000	15.35	510.643	38.472565	-121.501105	.881	ML	3	S of 5/160 OH				
317842	5	S	3	67	64000	29.657	524.95	38.664276	-121.53788	.66	ML	2	5/99 I.C.				
317843	5	N	3	67	64000	29.657	524.95	38.664367	-121.53762	.659	ML	3	5/99 I.C.				
317852	80	W	3	67	64000	M5.75	89.655	38.641739	-121.46371	.514	ML	3	W of Norwood Ave				
317853	80	E	3	67	64000	M5.75	89.655	38.64149	-121.463672	.6	ML	3	W of Norwood Ave				
317861	99	S	3	67	22020	11	285.445	38.386991	-121.372631	.619	ML	2	N of Grant line Rd				
317862	99	N	3	67	22020	11	285.47	38.387131	-121.372341	.62	ML	2	N of Grant line Rd				
317869	99	S	3	67	22020	12	286.445	38.39927	-121.382363	.478	ML	2	JSO Elk Grove Blvd				
317870	99	N	3	67	22020	12	286.47	38.399359	-121.382103	.573	ML	3	JSO Elk Grove Blvd				
317876	99	N	3	67	64000	32.767	299.464	38.671076	-121.53991	.798	ML	2	5/70 I.C.				
317877	99	S	3	67	64000	32.767	299.439	38.670914	-121.540143	.8	ML	2	5/70 I.C.				
317884	80	E	3	113	84816	R11	83.187	38.588989	-121.553955	1.063	ML	3	Reed Ave				
317885	80	W	3	113	84816	R11	83.187	38.589094	-121.55429	1.063	ML	3	Reed Ave				
317895	99	N	3	67	64000	22.6	297.07	38.533758	-121.472162	.557	HV	1	21st Ave UC				
317896	99	N	3	67	64000	22.6	297.07	38.533758	-121.472162	.557	ML	4	21st Ave UC				
317902	99	S	3	67	64000	18.3	292.745	38.481465	-121.430545	.468	HV	1	Tangerine Ave				
317903	99	S	3	67	64000	18.3	292.745	38.481465	-121.430545	.468	ML	3	Tangerine Ave				
317909	99	N	3	67	64000	18.61	293.08	38.484982	-121.434045	.325	HV	1	Pomegranate Ave				
317910	99	N	3	67	64000	18.61	293.08	38.484982	-121.434045	.325	ML	3	Pomegranate Ave				
317916	70	E	3	115		R3.345	11.592	39.021077	-121.546554	5	ML	2	Plumas Lake				
317917	70	E	3	115		R3.402	11.649	39.021877	-121.546864		OR	1	Plumas Lake				
317918	70	E	3	115		R3.242	11.489	39.019636	-121.545978		FR	1	Plumas Lake				
317924	70	W	3	115		R3.56	11.807	39.024143	-121.547443	5	ML	2	Plumas Lake				
317925	70	W	3	115		R3.304	11.551	39.020508	-121.546328		OR	1	Plumas Lake				
317926	70	W	3	115		R3.655	11.902	39.025533	-121.547419		FR	1	Plumas Lake				
317933	99	S	3	67	22020	14.41	288.855	38.431608	-121.399081	.937	HV	1	Laguna Creeek				
317934	99	S	3	67	22020	14.41	288.855	38.431608	-121.399081	.937	ML	3	Laguna Creeek				
317947	99	N	3	67	22020	14.953	289.423	38.43908	-121.402197	.364	HV	1	WB Sheldon Rd				
317948	99	N	3	67	22020	14.953	289.423	38.43908	-121.402197	.364	ML	3	WB Sheldon Rd				
317949	99	N	3	67	22020	14.953	289.423	38.43908	-121.402197		OR	3	WB Sheldon Rd				
317956	99	N	3	67	22020	14.804	289.274	38.437048	-121.401274	.272	HV	1	EB Sheldon Rd				
317959	99	N	3	67	22020	14.804	289.274	38.437048	-121.401274		OR	2	EB Sheldon Rd				
317960	99	N	3	67	22020	14.804	289.274	38.437048	-121.401274	.272	ML	2	EB Sheldon Rd				
317961	99	N	3	67	22020	14.967	289.437	38.439272	-121.402281		FR	3	EB Sheldon Rd				
317974	99	S	3	67		18.944	293.389	38.488638	-121.438162	.819	ML	3	Oranage Ave				
317998	99	S	3	67		18.944	293.389	38.488638	-121.438162	.819	HV	1	Oranage Ave				
318017	80	E	3	113		2	74.187	38.550149	-121.706428	.675	ML	3	West of Mace Blvd				
318022	80	W	3	113		2	74.187	38.550321	-121.706609	.6	ML	3	West of Mace Blvd				
318028	99	S	3	67		20.247	294.692	38.503097	-121.453645	.958	HV	1	Turnbridge Dr.				
318029	99	S	3	67		20.247	294.692	38.503097	-121.453645	.942	ML	3	Turnbridge Dr.				
318035	99	S	3	67		21.537	295.982	38.519487	-121.464869	.501	HV	1	Martin L. King Jr				
318036	99	S	3	67		21.537	295.982	38.519487	-121.464869	.517	ML	3	Martin L. King Jr				
318052	80	W	3	113		5.704	77.891	38.563162	-121.640398	1.223	ML	3	W of Webster UC				
318053	80	E	3	113		5.704	77.891	38.563017	-121.640097	1.223	ML	3	W of Webster UC				
318054	80	W	3	113		5.769	77.956	38.563359	-121.639225		FR	1	W of Webster UC				
318055	80	E	3	113		5.645	77.832	38.562834	-121.641162		OR	1	W of Webster UC				
318067	80	E	3	113		4	76.187	38.558143	-121.670963	.501	ML	3	W of CR 105d				
318068	80	W	3	113		4	76.187	38.558305	-121.671206	.501	ML	3	W of CR 105d				
318076	80	E	3	113		4.501	76.688	38.55951	-121.661873	.852	ML	3	E of CR 105d				
318077	80	W	3	113		4.501	76.688	38.559664	-121.662131	.852	ML	3	E of CR 105d				
318102	80	W	3	113		.274	72.461	38.54053	-121.735229	.749	ML	3	Richard Blvd				
318103	80	W	3	113		.263	72.45	38.540415	-121.735368		OR	1	WB Richard Blvd				
318104	80	W	3	113		.145	72.332	38.539167	-121.736849		OR	1	EB Richard Blvd				
318105	80	W	3	113		.263	72.45	38.540415	-121.735368		FR	1	WB Richard Blvd				
318106	80	W	3	113		.145	72.332	38.539167	-121.736849		FR	1	EB Richard Blvd				
318113	80	E	3	113		.323	72.51	38.541047	-121.73425	.774	ML	3	Richard Blvd				
318114	80	E	3	113		.274	72.461	38.540546	-121.734852		FR	1	Richard Blvd				
318115	80	E	3	113		.405	72.592	38.541883	-121.733239		OR	1	Richard Blvd				
318126	80	W	3	113	84816	9.099	81.286	38.574177	-121.578904	.291	ML	4	Enterprise Blvd				
318127	80	W	3	113	84816	9.111	81.298	38.574215	-121.578679		OR	1	Enterprise Blvd				
318135	50	E	3	113	84816	.036	.036	38.575072	-121.57122	.295	ML	4	E of Enterprise BL				
318142	80	W	3	113	84816	R9.53	81.717	38.575333	-121.571347	.7	ML	4	E of Enterprise BL				
318152	50	W	3	67	64000	L.624	3.78	38.567184	-121.505896	.943	ML	4	6th ST				
318153	50	W	3	67	64000	L.76	3.916	38.566541	-121.503497		FF	2	FF 50WB->5N/SB				
318179	65	S	3	61		R5.98	65.687	38.777706	-121.266563	.499	ML	3	Galleria Blvd				
318180	65	N	3	61		R5.98	65.687	38.777945	-121.266554	.5	ML	2	Galleria Blvd				
318181	65	S	3	61		R5.98	65.687	38.777706	-121.266563		FR	1	Galleria Blvd				
318218	50	W	3	67	64000	R1.452	7.086	38.557688	-121.447696	.652	ML	5	48th St				
318224	99	S	3	67		21.774	296.219	38.522655	-121.466549		OR	1	Fruitridge Rd.	TA-20			
318225	99	S	3	67		21.94	296.385	38.524876	-121.467721		FR	1	EB Fruitridge Rd.	TA-20			
318226	99	S	3	67	64000	22.495	296.94	38.532303	-121.471667		FR	1	WB Fruitridge Rd.	TA-20			
318236	5	N	3	67	64000	28.9	524.193	38.65427	-121.532104	.469	ML	3	Del Paso Rd				
318249	5	S	3	67	64000	27.094	522.387	38.630057	-121.519629	.54	ML	4	San Juan Rd				
318250	5	S	3	67	64000	26.951	522.244	38.62809	-121.518732		FF	1	FF 5SB->80EB				
318251	5	S	3	67	64000	26.956	522.249	38.628159	-121.518765		FF	1	FF 5SB->80WB				
318258	5	N	3	67	64000	27.015	522.308	38.629026	-121.518794		FF	1	FF 80EB->5NB				
318259	5	N	3	67	64000	27.162	522.455	38.631037	-121.519694	.541	ML	3	San Juan Rd				
318266	5	N	3	67	64000	27.017	522.31	38.629053	-121.518806		FF	1	FF 80WB->5NB				
318272	80	W	3	91		1.498	204.102			1.497	ML	2	Gold Ranch, NV				
318276	50	W	3	67	64000	L2.073	5.229	38.56049	-121.480633		FF	2	99NB->50WB	R95			
318282	50	E	3	67	64000	L2.166	5.322	38.559773	-121.479137	.413	ML	4	25th St				
318310	5	S	3	67	64000	26.206	521.499	38.617909	-121.514077		FF	2	FF 80 -> 5SB				
318320	80	W	3	61	3204	17.322	118.822	38.897764	-121.077672		FR	1	Nevada St				
318322	99	N	3	67		2.497	276.967	38.277297	-121.304805		FR	1	JSO Walnut Ave				
318324	99	S	3	67	22020	10.452	284.897	38.380696	-121.366468		FR	1	JNO Grant Line Rd				
318330	5	S	3	67	64000	29.515	524.808	38.662403	-121.536857		FF	2	FF 99SB->5SB				
318333	5	N	3	67	64000	26.241	521.534	38.618456	-121.513992		FF	2	FF 5NB->80				
318335	113	N	3	113		R.147	22.407	38.533012	-121.768387		FR	1	Hutchison Dr				
318338	113	S	3	113		R.057	21.904	38.531855	-121.768695		FF	2	FF 113SB->80EB				
318340	113	N	3	113	86328	R9.798	32.058	38.670966	-121.751051		FR	1	Main St.				
318354	50	W	3	113	84816	1.053	1.053	38.57511	-121.5504	.361	ML	5	SB Harbor Blvd				
318355	50	W	3	113	84816	1.092	1.092	38.57511	-121.549954		OR	2	SB Harbor Blvd				
318356	50	E	3	113	84816	1.062	1.062	38.574936	-121.550293		FR	2	Harbor Blvd				
318366	50	W	3	113	84816	1.246	1.246	38.57512	-121.547874	.378	ML	4	NB Harbor Blvd				
318367	50	W	3	113	84816	1.155	1.155	38.575116	-121.549232		OR	2	NB Harbor Blvd				
318373	50	W	3	113	84816	1.396	1.396	38.57511	-121.545111		FF	4	Harbor BL Offramp				
318383	50	E	3	113	84816	1.333	1.333	38.574938	-121.546262	.628	ML	4	Harbor Blvd				
318384	50	E	3	113	84816	1.414	1.414	38.574947	-121.54476		OR	2	Harbor Blvd				
318401	65	N	3	61		R9.529	69.236	38.816463	-121.300073	.612	ML	2	EB Sunset Blvd				
318402	65	N	3	61		R9.617	69.324	38.817743	-121.300042		OR	2	EB Sunset Blvd				
318403	65	N	3	61		R9.279	68.986	38.812816	-121.300051		FR	2	EB Sunset Blvd				
318412	65	S	3	61		R9.346	69.053	38.813787	-121.30037	.572	ML	2	EB Sunset Blvd				
318413	65	S	3	61		R9.311	69.018	38.813277	-121.300376		OR	3	EB Sunset Blvd				
318421	65	N	3	61		R9.724	69.431	38.819295	-121.299979	.535	ML	2	WB Sunset Blvd				
318422	65	N	3	61		R9.835	69.542	38.820904	-121.299936		OR	2	WB Sunset Blvd				
318432	65	S	3	61		R9.647	69.354	38.81817	-121.300308	.627	ML	2	WB Sunset Blvd				
318433	65	S	3	61		R9.537	69.244	38.816571	-121.30034		OR	2	WB Sunset Blvd				
318434	65	S	3	61		R9.834	69.541	38.820883	-121.300302		FR	2	WB Sunset Blvd				
318437	80	W	3	67		17.7	101.2	38.718633	-121.297486	.65	HV	1	Auburn Oaks Ct.	R125			
318443	5	S	3	67	64000	18.705	513.998	38.516743	-121.522125	.579	ML	4	43rd Ave				
318451	50	E	3	113	84816	1.811	1.811	38.574963	-121.537403	.49	ML	5	Capitol Ave				
318458	50	W	3	17		R11.189	39.732	38.690199	-120.9047	1.099	ML	2	Red Hawk				
318459	50	E	3	17		R10.966	39.505	38.687618	-120.907292		FR	1	Red Hawk				
318460	50	W	3	17		R11.137	39.68	38.689714	-120.905443		OR	1	Red Hawk				
318467	50	E	3	17		R11.366	39.905	38.691431	-120.901793	1.1	ML	2	Red Hawk				
318469	50	W	3	17		R11.465	40.008	38.69233	-120.900332		FR	1	Red Hawk				
318470	50	E	3	17		R11.443	39.982	38.69196	-120.900532		OR	1	Red Hawk				
318484	5	S	3	67	64000	23.146	518.439	38.576358	-121.508129	.444	ML	3	P St				
318485	5	S	3	67	64000	23.153	518.446	38.576456	-121.508085		OR	2	P St				
318486	5	S	3	67	64000	23.17	518.463	38.576694	-121.507976		FF	2	FF SB5 --> 50				
318493	50	W	3	67	64000	L1.567	4.723	38.562769	-121.489462	.407	ML	5	16th St				
318499	80	W	3	61		44.439	145.924	39.197763	-120.815236	5	ML	2	Alta Rd				
318500	80	E	3	61		44.439	145.924	39.197734	-120.814985	5	ML	2	Alta Rd				
318509	99	N	3	7	13014	R30.746	376.3	39.716681	-121.80191	5	ML	2	Skyway Rd				
318510	99	S	3	7	13014	R30.746	376.275	39.716577	-121.802198	5	ML	2	Skyway Rd				
318511	99	N	3	7	13014	R30.747	376.301	39.716694	-121.80192		OR	2	Skyway Rd				
318512	99	S	3	7	13014	R30.748	376.277	39.716602	-121.802217		FR	1	Skyway Rd				
318521	160	N	3	67	64000	46.749	49.35	38.600617	-121.437808	.687	ML	2	51/160 IC				
318528	50	W	3	67	64000	L2.394	5.55	38.559117	-121.475053	.453	ML	4	28th St				
318532	50	E	3	67	64000	L2.16	5.316	38.5598	-121.479241		OR	1	50EB->51NB				
318533	50	E	3	67	64000	L2.166	5.322	38.559773	-121.479137		FF	2	50EB->99SB				
318534	160	S	3	67	64000	46.941	49.542	38.604161	-121.434697		OR	1	Arden Way	TA-38			
318540	51	S	3	67	64000	4.196	4.196	38.605475	-121.433198	.426	ML	4	Arden Way				
318542	50	W	3	67		17.056	22.726	38.640121	-121.195978		FR	1	Folsom Blvd.	TA-151			
318550	50	E	3	67		16.901	22.571	38.639556	-121.198795	1.107	HV	1	Folsom Blvd				
318551	50	E	3	67		16.901	22.571	38.639556	-121.198795	1.107	ML	2	Folsom Blvd				
318555	50	E	3	67		16.85	22.52	38.639404	-121.199733		FF	2	Folsom Blvd OFF				
318565	99	N	3	67	64000	23.42	297.89	38.545438	-121.473752	.422	HV	1	8th Ave. POC				
318566	99	N	3	67	64000	23.42	297.89	38.545438	-121.473752	.422	ML	4	8th Ave. POC				
318575	99	N	3	67	64000	24.03	298.5	38.554254	-121.47405	.787	ML	3	Broadway				
318576	99	N	3	67	64000	24.03	298.5	38.554254	-121.47405	2.805	HV	1	Broadway				
318577	99	N	3	67	64000	24.03	298.5	38.554254	-121.47405		FF	2	99NB->50				
318586	51	N	3	67		8.268	8.268	38.643001	-121.37954	.641	ML	4	N of Watt Ave				
318587	51	N	3	67		8.476	8.476	38.645353	-121.376977		FR	1	EB RTE 244				
318588	51	S	3	67	64000	8.304	8.286	38.643268	-121.379553		FR	1	EB RTE 244				
318593	51	S	3	67	64000	8.268	8.25	38.642899	-121.379958	.335	ML	3	N of Watt Ave				
318599	5	S	3	67	64000	17.46	512.753	38.499417	-121.517557	.715	ML	4	WB Florin Rd				
318603	28	W	3	61		3.07	2.985	39.193677	-120.103294	5	ML	1	Dollar Point				
318604	28	E	3	61		3.07	2.985	39.193677	-120.103294	5	ML	1	Dollar Point				
318611	80	W	3	61	62938	.671	102.171	38.729204	-121.285639	.877	HV	1	Cirby Way				
318612	80	W	3	61	62938	.671	102.171	38.729204	-121.285639	.441	ML	3	Cirby Way				
318619	80	E	3	61	62938	.671	102.171	38.72909	-121.285463	.875	HV	1	Cirby Way				
318620	80	E	3	61	62938	.671	102.171	38.72909	-121.285463	.459	ML	4	Cirby Way				
318626	5	S	3	67	64000	19.369	514.662	38.526291	-121.52104	.588	ML	4	Seamas Ave.				
318632	5	N	3	67	64000	24.581	519.874	38.595862	-121.503843	.586	ML	4	Richards Blvd				
318636	80	W	3	61	62938	2.037	103.537	38.744868	-121.270305	.339	HV	1	WB Douglas Blvd				
318649	80	E	3	61	62938	2.117	103.617	38.745827	-121.269472	.342	HV	1	WB Douglas Blvd				
318650	80	E	3	61	62938	2.117	103.617	38.745827	-121.269472	.342	ML	4	WB Douglas Blvd				
318651	80	E	3	61	62938	2.134	103.634	38.746046	-121.269328		OR	1	Sunrise Blvd				
318652	80	E	3	61	62938	2.138	103.638	38.746098	-121.269294		OR	1	WB Douglas Blvd				
318653	80	E	3	61	62938	2.059	103.559	38.745076	-121.26996		FR	1	WB Douglas Blvd				
318656	80	W	3	61	62938	1.855	103.355	38.742518	-121.271844	.377	HV	1	EB Douglas Blvd				
318658	80	W	3	61	62938	1.86	103.36	38.742583	-121.271801		FR	1	EB Douglas Blvd				
318665	80	E	3	61	62938	1.855	103.355	38.742441	-121.271691	.419	HV	1	EB Douglas Ave				
318666	80	E	3	61	62938	1.855	103.355	38.742441	-121.271691	.419	ML	4	EB Douglas Ave				
318674	5	S	3	67	64000	23.531	518.824	38.581105	-121.504583	.565	ML	5	L St.				
318680	5	S	3	67	64000	20.685	515.978	38.542764	-121.509859	.709	ML	4	Sutterville Rd				
318688	80	W	3	57		R9.17	180.439	39.331629	-120.288236	4.131	ML	3	Donner Lake IC				
318689	80	W	3	57		R9.17	180.439	39.331629	-120.288236		OR	1	Donner Lake IC				
318690	80	W	3	57		R9.17	180.439	39.331629	-120.288236		FR	1	Donner Lake IC				
318698	5	S	3	113		5.374	535.319	38.673659	-121.725709	.47	ML	2	CR 102				
318699	5	S	3	113		5.397	535.342	38.67366	-121.726135		OR	2	CR 102				
318711	5	S	3	67	64000	29.09	524.383	38.656787	-121.533818	.263	ML	3	WB Del Paso Rd				
318712	5	S	3	67	64000	29.086	524.379	38.656734	-121.533789		OR	2	WB Del Paso Rd				
318713	5	S	3	67	64000	29.153	524.446	38.657619	-121.534271		FR	1	WB Del Paso Rd				
318721	5	S	3	67	64000	28.998	524.291	38.655569	-121.533158	.251	ML	4	EB Del Paso Rd				
318722	5	S	3	67	64000	28.948	524.241	38.654901	-121.532794		OR	1	EB Del Paso Rd				
318726	50	E	3	17		1.5	30.306	38.656453	-121.059644	.85	HV	1	E. of Latrobe Rd.				
318728	50	W	3	17		1.5	30.306	38.656681	-121.05978	.85	HV	1	E. of Latrobe Rd.				
318730	50	E	3	17		R2.2	31.006	38.657927	-121.047296	1.248	HV	1	W. of Bass Lake Rd.				
318732	50	W	3	17		R2.2	31.006	38.658504	-121.047413	1.25	HV	1	W. of Bass Lake Rd.				
318736	50	E	3	113	84816	.037	.037	38.575075	-121.571199		FF	2	50EB->80EB				
318738	80	W	3	113	84816	R9.531	81.718	38.575335	-121.571329		FR	1	W. Capitol Ave				
318742	50	W	3	67		R7.8	13.434	38.566451	-121.335551	.385	HV	1	NB Bradshaw Rd.	TA-126			
